customer_id,country,age,gender,membership_tier,registration_date,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Segment,churned,data_snapshot_date
C01414,Germany,36,Male,Silver,2023-06-22,141.0,4.0,314.52,5.0,3.0,3.0,11.0,Loyal Customers,1,2026-03-30
C01415,Japan,52,Female,Silver,2025-07-15,93.0,5.0,735.46,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C01416,United States,29,Male,Silver,2025-09-07,1643.0,2.0,120.13,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01417,Mexico,39,Male,Gold,2023-04-06,747.0,1.0,57.0,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C01418,United Kingdom,36,Female,Free,2024-06-28,141.0,3.0,467.04,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C01419,Japan,41,Female,Gold,2025-07-30,1266.0,3.0,489.7000000000001,1.0,3.0,4.0,8.0,At Risk,0,2026-03-30
C01420,United States,54,Female,Free,2019-05-21,31.0,7.0,914.64,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C01421,United States,18,Male,Platinum,2025-09-04,226.0,2.0,381.43,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C01422,Canada,18,Male,Silver,2025-10-04,426.0,3.0,634.46,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C01423,United States,47,Other,Platinum,2022-08-27,151.0,4.0,123.69,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C01424,Canada,35,Female,Silver,2024-07-05,949.0,2.0,268.05,2.0,3.0,3.0,8.0,At Risk,1,2026-03-30
C01425,Brazil,20,Female,Gold,2024-09-25,715.0,2.0,272.16,2.0,3.0,3.0,8.0,At Risk,0,2026-03-30
C01426,United Kingdom,24,Male,Free,2026-03-21,2023.0,1.0,100.78,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01427,South Africa,26,Female,Gold,2026-03-22,618.0,3.0,315.8,3.0,3.0,3.0,9.0,Loyal Customers,1,2026-03-30
C01428,Germany,48,Female,Free,2025-10-27,425.0,3.0,330.44,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01429,Uae,39,Male,Gold,2023-04-14,571.0,2.0,114.27,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C01430,United States,32,Female,Free,2025-11-22,549.0,2.0,474.6,3.0,3.0,4.0,10.0,Loyal Customers,0,2026-03-30
C01431,Germany,34,Female,Free,2025-07-25,355.0,5.0,513.28,3.0,3.0,4.0,10.0,Loyal Customers,0,2026-03-30
C01432,France,34,Female,Gold,2024-11-03,1598.0,3.0,190.58,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01433,Netherlands,31,Other,Silver,2025-04-15,729.0,3.0,897.44,2.0,3.0,5.0,10.0,At Risk,0,2026-03-30
C01434,United Kingdom,43,Male,Free,2024-09-14,169.0,4.0,426.6,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C01435,South Korea,39,Male,Free,2025-12-14,1300.0,3.0,268.33,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C01436,Germany,39,Male,Silver,2023-06-13,1130.0,2.0,245.78,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01437,India,29,Male,Silver,2024-03-12,13.0,3.0,515.94,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C01438,Uae,45,Female,Silver,2024-03-28,368.0,1.0,45.76,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C01439,Germany,54,Female,Free,2024-06-21,674.0,4.0,451.24,2.0,3.0,4.0,9.0,At Risk,0,2026-03-30
C01440,United States,41,Female,Free,2026-02-03,1901.0,2.0,538.97,1.0,3.0,4.0,8.0,At Risk,1,2026-03-30
C01441,United Kingdom,41,Female,Free,2025-07-20,1374.0,3.0,142.48,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01442,Germany,42,Female,Silver,2025-08-03,1114.0,2.0,227.65,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01443,United States,56,Male,Free,2025-07-05,45.0,5.0,469.43,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C01444,India,51,Male,Free,2023-12-31,86.0,1.0,45.84,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C01445,Germany,32,Female,Free,2026-02-25,,,,,,,,No orders in window,0,2026-03-30
C01446,Australia,49,Male,Silver,2026-01-28,56.0,6.0,530.38,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C01447,Canada,43,Male,Silver,2025-05-15,1378.0,1.0,73.75,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01448,United States,36,Male,Free,2024-05-20,411.0,5.0,408.26,3.0,3.0,4.0,10.0,Loyal Customers,0,2026-03-30
C01449,United States,47,Male,Silver,2025-10-16,209.0,7.0,976.61,4.0,3.0,5.0,12.0,Loyal Customers,1,2026-03-30
C01450,United Kingdom,54,Male,Gold,2025-12-14,230.0,2.0,390.16,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C01451,Canada,39,Male,Free,2024-07-24,41.0,5.0,225.05,5.0,3.0,2.0,10.0,Loyal Customers,0,2026-03-30
C01452,United States,22,Male,Free,2023-12-24,51.0,7.0,829.91,5.0,3.0,5.0,13.0,Loyal Customers,1,2026-03-30
C01453,Mexico,28,Male,Free,2025-04-07,44.0,8.0,501.99,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C01454,Canada,31,Male,Silver,2025-08-16,1034.0,2.0,139.28,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C01455,United States,22,Female,Free,2023-01-05,1035.0,5.0,687.31,2.0,3.0,5.0,10.0,At Risk,0,2026-03-30
C01456,Germany,19,Male,Silver,2025-03-24,1740.0,2.0,97.79,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01457,United States,42,Male,Free,2025-06-15,891.0,3.0,157.68,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C01458,Poland,49,Male,Free,2025-10-05,348.0,4.0,300.37,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C01459,Germany,49,Female,Free,2026-03-03,881.0,2.0,228.2,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C01460,Germany,37,Male,Free,2024-02-14,192.0,4.0,476.79,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C01461,United States,43,Male,Platinum,2024-12-25,,,,,,,,No orders in window,0,2026-03-30
C01462,Singapore,42,Male,Silver,2025-08-09,410.0,2.0,579.39,3.0,3.0,4.0,10.0,Loyal Customers,0,2026-03-30
C01463,Germany,52,Male,Free,2022-01-29,1009.0,3.0,243.55,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C01464,Spain,22,Male,Free,2026-02-24,594.0,2.0,264.18,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01465,Brazil,23,Male,Free,2024-12-09,343.0,4.0,436.06,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C01466,France,41,Male,Silver,2022-11-11,1050.0,4.0,189.87,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C01467,Canada,42,Female,Gold,2025-08-15,1229.0,3.0,651.2,1.0,3.0,5.0,9.0,At Risk,0,2026-03-30
C01468,Netherlands,30,Male,Free,2024-04-02,345.0,6.0,490.81,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C01469,United States,37,Female,Gold,2025-11-03,295.0,1.0,44.02,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C01470,United States,38,Female,Silver,2025-12-07,1016.0,4.0,552.75,2.0,3.0,4.0,9.0,At Risk,0,2026-03-30
C01471,United States,21,Female,Free,2026-01-19,,,,,,,,No orders in window,0,2026-03-30
C01472,United States,30,Male,Platinum,2026-03-15,98.0,8.0,1354.31,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C01473,Italy,52,Male,Gold,2022-12-22,455.0,3.0,364.23,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01474,United States,56,Female,Platinum,2023-08-02,173.0,4.0,932.8,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C01475,United States,35,Male,Free,2025-01-11,1415.0,3.0,1318.12,1.0,3.0,5.0,9.0,At Risk,0,2026-03-30
C01476,United Kingdom,30,Female,Free,2025-09-23,1284.0,3.0,92.3,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01477,Poland,43,Male,Free,2025-07-08,562.0,4.0,320.53,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01478,United Kingdom,50,Other,Gold,2023-11-11,518.0,4.0,311.88,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01479,Canada,36,Female,Gold,2025-08-29,1180.0,2.0,253.45,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01480,Germany,18,Female,Silver,2026-03-31,165.0,10.0,1030.36,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C01481,France,18,Other,Free,2024-04-12,,,,,,,,No orders in window,0,2026-03-30
C01482,France,43,Female,Free,2025-03-19,4.0,3.0,408.61,5.0,3.0,4.0,12.0,Loyal Customers,1,2026-03-30
C01483,South Korea,52,Male,Free,2024-01-14,327.0,6.0,720.19,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C01484,Spain,54,Male,Silver,2026-01-09,75.0,3.0,396.72,5.0,3.0,3.0,11.0,Loyal Customers,0,2026-03-30
C01485,Canada,45,Female,Free,2025-03-04,373.0,3.0,86.13,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C01486,Canada,63,Female,Free,2025-04-23,223.0,1.0,19.82,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C01487,South Korea,55,Male,Gold,2025-02-24,66.0,4.0,523.8299999999999,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C01488,Uae,53,Male,Free,2023-12-15,1371.0,3.0,221.26,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01489,Canada,32,Male,Free,2025-08-18,1011.0,1.0,64.08,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C01490,United States,44,Female,Free,2025-11-12,1058.0,1.0,54.74,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01491,Turkey,45,Female,Gold,2025-09-16,75.0,2.0,313.08000000000004,5.0,3.0,3.0,11.0,Loyal Customers,1,2026-03-30
C01492,Germany,39,Male,Platinum,2023-11-01,510.0,2.0,100.85,3.0,3.0,1.0,7.0,Loyal Customers,1,2026-03-30
C01493,Germany,45,Female,Free,2025-10-31,,,,,,,,No orders in window,0,2026-03-30
C01494,Brazil,22,Female,Silver,2025-04-04,658.0,1.0,208.56,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C01495,South Africa,37,Male,Free,2024-06-27,1199.0,3.0,145.70999999999998,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01496,France,44,Male,Free,2023-09-16,59.0,3.0,348.92,5.0,3.0,3.0,11.0,Loyal Customers,0,2026-03-30
C01497,United Kingdom,40,Female,Free,2026-02-02,278.0,4.0,246.29,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C01498,Germany,37,Male,Free,2022-11-24,599.0,5.0,1195.91,3.0,3.0,5.0,11.0,Loyal Customers,1,2026-03-30
C01499,United States,42,Other,Free,2023-06-23,500.0,1.0,73.49,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C01500,United States,43,Male,Free,2023-05-04,570.0,4.0,707.72,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C01501,Italy,33,Female,Platinum,2025-11-24,266.0,1.0,36.57,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C01502,Germany,30,Female,Free,2022-01-11,162.0,3.0,227.55,4.0,3.0,2.0,9.0,Loyal Customers,1,2026-03-30
C01503,United States,20,Male,Silver,2026-03-07,463.0,4.0,461.66,3.0,3.0,4.0,10.0,Loyal Customers,0,2026-03-30
C01504,United States,50,Male,Free,2025-06-21,579.0,1.0,45.89,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C01505,United States,37,Male,Free,2025-10-01,1028.0,5.0,529.22,2.0,3.0,4.0,9.0,At Risk,1,2026-03-30
C01506,South Korea,42,Male,Free,2023-09-21,236.0,3.0,65.98,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C01507,Netherlands,30,Female,Gold,2024-06-23,606.0,5.0,299.96,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01508,United States,43,Female,Free,2025-02-02,280.0,7.0,530.23,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C01509,France,18,Male,Free,2025-11-03,132.0,4.0,130.23,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C01510,France,32,Male,Free,2025-09-20,826.0,6.0,885.04,2.0,3.0,5.0,10.0,At Risk,0,2026-03-30
C01511,United States,23,Male,Free,2025-07-30,492.0,4.0,354.93,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01512,India,46,Male,Free,2023-10-02,350.0,7.0,1209.81,3.0,3.0,5.0,11.0,Loyal Customers,1,2026-03-30
C01513,South Korea,38,Male,Free,2021-05-28,1818.0,1.0,96.19,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01514,United States,57,Male,Free,2025-03-15,393.0,6.0,855.48,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C01515,Germany,45,Female,Silver,2024-01-27,182.0,4.0,217.14,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C01516,Australia,37,Male,Free,2022-09-29,606.0,3.0,2403.01,3.0,3.0,5.0,11.0,Loyal Customers,1,2026-03-30
C01517,Australia,19,Male,Free,2026-01-29,362.0,4.0,119.22,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C01518,United States,31,Male,Free,2021-10-06,1192.0,5.0,360.1,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C01519,India,33,Female,Silver,2019-05-30,89.0,4.0,651.88,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C01520,Brazil,37,Female,Silver,2020-10-27,1046.0,3.0,259.28,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C01521,Canada,43,Male,Free,2022-10-07,562.0,3.0,256.79,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C01522,India,37,Female,Gold,2026-01-10,346.0,2.0,425.91,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C01523,United Kingdom,29,Male,Silver,2026-02-06,99.0,2.0,190.66,5.0,3.0,2.0,10.0,Loyal Customers,0,2026-03-30
C01524,United Kingdom,18,Male,Free,2026-01-09,366.0,2.0,132.19,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C01525,Brazil,38,Male,Free,2025-06-01,179.0,2.0,257.45000000000005,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C01526,Germany,30,Male,Free,2019-12-15,1067.0,3.0,1162.19,1.0,3.0,5.0,9.0,At Risk,0,2026-03-30
C01527,Germany,18,Male,Silver,2025-10-03,190.0,3.0,151.32,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C01528,United States,47,Female,Silver,2026-02-11,719.0,2.0,145.31,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C01529,United Kingdom,53,Female,Free,2026-02-03,115.0,4.0,179.88,5.0,3.0,2.0,10.0,Loyal Customers,0,2026-03-30
C01530,Australia,43,Male,Free,2025-05-16,,,,,,,,No orders in window,0,2026-03-30
C01531,United States,37,Female,Gold,2026-01-12,514.0,1.0,228.58,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C01532,United States,42,Female,Free,2020-08-10,291.0,2.0,195.23,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C01533,United States,39,Male,Free,2024-08-28,1732.0,4.0,209.98,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01534,India,33,Female,Free,2025-12-12,897.0,1.0,253.27,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C01535,United States,46,Male,Platinum,2025-06-29,466.0,2.0,113.68,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C01536,Australia,25,Male,Gold,2024-05-06,1066.0,3.0,147.38,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01537,Mexico,34,Male,Free,2022-07-15,61.0,3.0,654.93,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C01538,Mexico,63,Female,Free,2025-04-14,1163.0,3.0,386.11,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C01539,United States,47,Female,Free,2025-06-18,655.0,4.0,482.37,2.0,3.0,4.0,9.0,At Risk,0,2026-03-30
C01540,Germany,41,Male,Free,2025-11-17,584.0,5.0,272.07,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01541,Turkey,44,Female,Free,2026-01-01,1390.0,4.0,454.4,1.0,3.0,4.0,8.0,At Risk,0,2026-03-30
C01542,Brazil,23,Female,Free,2025-04-27,63.0,1.0,119.85,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C01543,Germany,58,Female,Free,2025-05-08,110.0,6.0,763.38,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C01544,Brazil,26,Female,Silver,2025-10-29,539.0,3.0,158.03,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C01545,France,39,Male,Free,2025-09-04,1246.0,3.0,245.48,1.0,3.0,2.0,6.0,Regular,1,2026-03-30
C01546,South Korea,49,Female,Free,2025-09-03,157.0,2.0,159.03,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C01547,United States,56,Female,Free,2021-01-22,412.0,2.0,163.16,3.0,3.0,2.0,8.0,Loyal Customers,1,2026-03-30
C01548,Sweden,24,Male,Silver,2021-09-30,231.0,2.0,180.43,4.0,3.0,2.0,9.0,Loyal Customers,0,2026-03-30
C01549,United States,47,Female,Platinum,2023-05-16,131.0,3.0,189.59,5.0,3.0,2.0,10.0,Loyal Customers,0,2026-03-30
C01550,Australia,39,Male,Free,2026-03-03,508.0,4.0,398.73,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01551,Australia,19,Female,Free,2025-02-10,99.0,2.0,90.67,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C01552,United States,32,Male,Free,2023-02-11,372.0,4.0,336.44,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01553,Germany,26,Female,Free,2024-01-12,,,,,,,,No orders in window,0,2026-03-30
C01554,United States,44,Male,Silver,2023-10-06,631.0,5.0,646.85,2.0,3.0,5.0,10.0,At Risk,0,2026-03-30
C01555,United States,41,Female,Silver,2023-10-11,1449.0,3.0,204.01,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01556,United States,49,Male,Silver,2026-01-12,323.0,3.0,309.96,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C01557,Brazil,36,Male,Free,2023-10-30,889.0,1.0,393.32,2.0,3.0,3.0,8.0,At Risk,1,2026-03-30
C01558,Mexico,46,Female,Free,2024-03-29,532.0,1.0,134.91,3.0,3.0,1.0,7.0,Loyal Customers,0,2026-03-30
C01559,United States,47,Male,Free,2025-10-10,63.0,2.0,104.48,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C01560,United States,40,Female,Free,2021-11-15,115.0,2.0,822.01,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C01561,Canada,38,Male,Free,2025-02-20,817.0,2.0,159.16,2.0,3.0,2.0,7.0,Regular,1,2026-03-30
C01562,South Korea,38,Other,Free,2025-06-23,635.0,2.0,124.47,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C01563,United States,18,Male,Platinum,2023-01-24,476.0,2.0,186.33,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C01564,India,30,Female,Free,2023-03-18,677.0,3.0,312.76,2.0,3.0,3.0,8.0,At Risk,0,2026-03-30
C01565,Singapore,18,Male,Free,2026-02-03,437.0,5.0,472.88000000000005,3.0,3.0,4.0,10.0,Loyal Customers,0,2026-03-30
C01566,Spain,18,Female,Platinum,2025-09-26,748.0,3.0,630.02,2.0,3.0,5.0,10.0,At Risk,0,2026-03-30
C01567,Netherlands,30,Male,Free,2022-05-28,,,,,,,,No orders in window,0,2026-03-30
C01568,United Kingdom,37,Female,Free,2021-09-22,947.0,4.0,634.9100000000001,2.0,3.0,5.0,10.0,At Risk,0,2026-03-30
C01569,India,38,Female,Free,2025-05-06,65.0,3.0,106.0,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C01570,Australia,35,Male,Silver,2024-03-27,499.0,3.0,203.53,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C01571,United States,31,Other,Silver,2024-11-14,1182.0,2.0,165.94,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01572,South Africa,47,Female,Free,2025-06-11,2095.0,1.0,20.3,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01573,Canada,59,Male,Free,2021-11-10,1883.0,1.0,87.39,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01574,United States,48,Male,Gold,2025-01-02,,,,,,,,No orders in window,0,2026-03-30
C01575,France,34,Female,Free,2025-01-07,1615.0,1.0,41.01,1.0,3.0,1.0,5.0,Regular,1,2026-03-30
C01576,Singapore,18,Female,Silver,2025-03-22,90.0,3.0,578.6500000000001,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C01577,India,39,Female,Silver,2024-06-01,856.0,1.0,109.41,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C01578,Mexico,27,Female,Free,2024-07-13,127.0,6.0,395.62,5.0,3.0,3.0,11.0,Loyal Customers,0,2026-03-30
C01579,Spain,24,Female,Free,2020-07-19,856.0,4.0,245.78,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C01580,United States,47,Male,Free,2025-12-18,408.0,5.0,287.91,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01581,India,41,Male,Free,2026-02-13,201.0,5.0,386.18,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C01582,United Kingdom,18,Male,Free,2025-12-21,261.0,5.0,554.71,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C01583,United States,36,Female,Free,2025-07-05,633.0,2.0,194.31,2.0,3.0,2.0,7.0,Regular,0,2026-03-30
C01584,Singapore,36,Male,Silver,2026-03-28,160.0,5.0,520.9300000000001,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C01585,United Kingdom,24,Male,Silver,2026-03-13,562.0,3.0,292.08,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01586,United States,35,Male,Platinum,2025-08-07,437.0,5.0,324.82,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01587,United States,32,Male,Free,2022-08-30,,,,,,,,No orders in window,0,2026-03-30
C01588,United States,37,Female,Silver,2025-09-29,200.0,7.0,566.75,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C01589,South Korea,56,Male,Free,2025-06-17,231.0,5.0,633.77,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C01590,France,39,Female,Silver,2025-07-23,177.0,3.0,540.09,4.0,3.0,4.0,11.0,Loyal Customers,0,2026-03-30
C01591,France,56,Female,Gold,2023-09-19,235.0,4.0,647.6,4.0,3.0,5.0,12.0,Loyal Customers,0,2026-03-30
C01592,United States,25,Female,Silver,2025-08-19,935.0,1.0,408.37,2.0,3.0,4.0,9.0,At Risk,0,2026-03-30
C01593,United States,26,Female,Free,2025-04-03,646.0,3.0,127.19,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C01594,Australia,26,Male,Free,2026-03-08,336.0,3.0,118.81,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
C01595,Australia,18,Male,Gold,2024-10-02,34.0,4.0,604.3299999999999,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C01596,United States,29,Female,Free,2024-06-27,467.0,2.0,163.01,3.0,3.0,2.0,8.0,Loyal Customers,0,2026-03-30
C01597,United Kingdom,20,Female,Free,2025-05-23,1754.0,1.0,111.66,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01598,United States,45,Female,Silver,2025-03-11,1256.0,2.0,180.98,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01599,Uae,55,Female,Free,2022-03-08,345.0,3.0,307.3,4.0,3.0,3.0,10.0,Loyal Customers,0,2026-03-30
C01600,United States,45,Female,Silver,2024-08-17,1486.0,1.0,65.45,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01601,Sweden,59,Female,Platinum,2025-11-14,350.0,3.0,359.95,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01602,Canada,48,Female,Platinum,2022-07-19,494.0,1.0,398.49,3.0,3.0,3.0,9.0,Loyal Customers,0,2026-03-30
C01603,Singapore,29,Female,Free,2026-01-31,18.0,6.0,597.1500000000001,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C01604,United States,25,Male,Platinum,2025-11-19,1241.0,5.0,977.29,1.0,3.0,5.0,9.0,At Risk,0,2026-03-30
C01605,United States,24,Male,Silver,2025-02-10,119.0,3.0,1159.2,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C01606,United States,24,Male,Free,2021-02-16,116.0,5.0,529.46,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C01607,South Africa,41,Male,Free,2023-09-05,1842.0,1.0,351.92,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C01608,United States,31,Male,Free,2025-02-27,,,,,,,,No orders in window,0,2026-03-30
C01609,France,31,Other,Free,2023-06-13,569.0,4.0,637.5,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C01610,France,41,Male,Platinum,2025-12-05,119.0,5.0,579.62,5.0,3.0,4.0,12.0,Loyal Customers,0,2026-03-30
C01611,United Kingdom,41,Female,Silver,2022-09-18,557.0,4.0,695.85,3.0,3.0,5.0,11.0,Loyal Customers,0,2026-03-30
C01612,Singapore,20,Male,Silver,2021-03-05,872.0,2.0,989.18,2.0,3.0,5.0,10.0,At Risk,0,2026-03-30
C01613,United States,18,Male,Platinum,2024-12-06,833.0,1.0,75.96,2.0,3.0,1.0,6.0,Regular,0,2026-03-30
C01614,Canada,28,Male,Free,2025-01-26,2117.0,1.0,24.03,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01615,Netherlands,35,Female,Free,2025-08-27,2004.0,1.0,128.58,1.0,3.0,1.0,5.0,Regular,0,2026-03-30
C01616,India,53,Male,Gold,2025-08-11,64.0,2.0,74.04,5.0,3.0,1.0,9.0,Loyal Customers,0,2026-03-30
C01617,Netherlands,34,Male,Gold,2023-12-06,1926.0,2.0,244.52,1.0,3.0,2.0,6.0,Regular,0,2026-03-30
C01618,Brazil,60,Male,Free,2025-08-18,42.0,3.0,391.79,5.0,3.0,3.0,11.0,Loyal Customers,0,2026-03-30
C01619,United States,45,Female,Platinum,2025-10-29,1284.0,2.0,301.92,1.0,3.0,3.0,7.0,At Risk,0,2026-03-30
C01620,United States,21,Female,Free,2024-10-24,666.0,5.0,545.26,2.0,3.0,4.0,9.0,At Risk,0,2026-03-30
C01621,Germany,40,Female,Free,2022-04-05,78.0,6.0,1079.13,5.0,3.0,5.0,13.0,Loyal Customers,0,2026-03-30
C01622,Brazil,38,Female,Free,2025-09-07,300.0,1.0,138.69,4.0,3.0,1.0,8.0,Loyal Customers,0,2026-03-30
