order_id,customer_id,order_date,year,month,quarter,category,product_name,quantity,unit_price_usd,subtotal_usd,discount_pct,discount_amount_usd,shipping_fee_usd,tax_amount_usd,total_amount_usd,order_status,payment_method,device_used,session_duration_minutes,has_rating,customer_rating,returned,order_year_month,is_delivered
O003594,C07977,2022-09-04,2022,9,Q3,Travel & Luggage,Compression Socks,1,63.91,63.91,0,0.0,0.0,3.2,67.11,Delivered,Upi / Digital Wallet,Mobile,88.4,0,,0,2022-09,1
O003595,C06958,2022-10-25,2022,10,Q4,Books,System Design Interview,2,19.9,39.8,0,0.0,4.99,3.98,48.77,Delivered,Debit Card,Tablet,5.5,1,4.2,0,2022-10,1
O003596,C02437,2020-05-25,2020,5,Q2,Health & Wellness,Omega-3 Fish Oil,1,29.26,29.26,10,2.93,4.99,4.74,36.06,Delivered,Credit Card,Desktop,7.8,1,4.7,0,2020-05,1
O003597,C07566,2025-04-03,2025,4,Q2,Clothing & Apparel,Winter Jacket,1,80.72,80.72,0,0.0,6.99,9.69,97.4,Returned,Upi / Digital Wallet,Mobile,10.4,0,,1,2025-04,0
O003598,C01025,2025-10-27,2025,10,Q4,Jewelry & Accessories,Sunglasses UV400,4,66.52,266.08,0,0.0,3.99,26.61,296.68,Delivered,Bank Transfer,Desktop,34.1,0,,0,2025-10,1
O003599,C07402,2023-06-25,2023,6,Q2,Sports & Outdoors,Water Bottle 1L,1,55.19,55.19,15,8.28,3.99,9.38,60.28,Delivered,Paypal,Mobile,11.9,1,3.4,0,2023-06,1
O003600,C01296,2020-03-17,2020,3,Q1,Sports & Outdoors,Tennis Racket,1,42.82,42.82,5,2.14,3.99,4.88,49.55,Delivered,Paypal,Mobile,12.9,1,4.6,0,2020-03,1
O003601,C06577,2024-03-01,2024,3,Q1,Sports & Outdoors,Resistance Bands Set,1,68.84,68.84,0,0.0,0.0,0.0,68.84,Delivered,Credit Card,Desktop,16.4,0,,0,2024-03,1
O003602,C04691,2024-08-13,2024,8,Q3,Toys & Games,Board Game Strategy,4,28.72,114.88,0,0.0,0.0,11.49,126.37,Delivered,Credit Card,Tablet,4.9,0,,0,2024-08,1
O003603,C03737,2020-11-23,2020,11,Q4,Toys & Games,Remote Control Car,1,43.01,43.01,0,0.0,9.99,0.0,53.0,Delivered,Paypal,Tablet,7.1,0,,0,2020-11,1
O003604,C01225,2024-12-30,2024,12,Q4,Clothing & Apparel,Slim Fit Jeans,1,56.59,56.59,5,2.83,4.99,0.0,58.75,Delivered,Credit Card,Mobile,9.8,0,,0,2024-12,1
O003605,C03756,2025-02-22,2025,2,Q1,Home & Kitchen,Wall Clock Modern,3,58.41,175.23,0,0.0,4.99,31.54,211.76,Delivered,Credit Card,Mobile,54.3,0,,0,2025-02,1
O003606,C00432,2021-06-30,2021,6,Q2,Clothing & Apparel,Formal Dress Shirt,1,40.98,40.98,15,6.15,0.0,3.48,38.31,Delivered,Credit Card,Mobile,3.7,1,4.4,0,2021-06,1
O003607,C01512,2021-04-02,2021,4,Q2,Electronics,Bluetooth Speaker,1,134.36,134.36,0,0.0,6.99,10.75,152.1,Delivered,Paypal,Desktop,6.8,0,,0,2021-04,1
O003608,C00186,2022-06-21,2022,6,Q2,Clothing & Apparel,Running Shoes,3,43.41,130.23,0,0.0,4.99,13.02,148.24,Delivered,Upi / Digital Wallet,Desktop,12.7,0,,0,2022-06,1
O003609,C02336,2021-08-23,2021,8,Q3,Electronics,Wireless Earbuds Pro,2,156.35,312.7,30,93.81,9.99,21.89,250.77,Delivered,Debit Card,Mobile,39.0,1,3.8,0,2021-08,1
O003610,C04134,2024-09-16,2024,9,Q3,Food & Grocery,Honey Raw Organic,1,18.1,18.1,0,0.0,3.99,3.26,25.35,Delivered,Debit Card,Tablet,10.1,1,3.5,0,2024-09,1
O003611,C00322,2020-02-14,2020,2,Q1,Toys & Games,Educational Tablet,1,23.49,23.49,0,0.0,0.0,4.7,28.19,Delivered,Paypal,Mobile,5.9,1,3.3,0,2020-02,1
O003612,C05124,2026-02-19,2026,2,Q1,Travel & Luggage,Packing Cubes 6-Set,1,69.46,69.46,0,0.0,4.99,0.0,74.45,Delivered,Buy Now Pay Later,Mobile,8.1,1,4.4,0,2026-02,1
O003613,C06868,2026-01-12,2026,1,Q1,Books,Zero to One,2,35.0,70.0,0,0.0,3.99,0.0,73.99,Delivered,Credit Card,Mobile,6.7,0,,0,2026-01,1
O003614,C04786,2022-12-06,2022,12,Q4,Electronics,Wireless Earbuds Pro,1,77.26,77.26,40,30.9,3.99,8.34,58.69,Delivered,Debit Card,Mobile,6.2,0,,0,2022-12,1
O003615,C07759,2024-05-13,2024,5,Q2,Beauty & Personal Care,Lip Balm Set,1,10.32,10.32,0,0.0,6.99,0.83,18.14,Delivered,Paypal,Desktop,8.0,1,3.2,0,2024-05,1
O003616,C07354,2024-03-28,2024,3,Q1,Electronics,Smart Plug 4-Pack,2,108.9,217.8,0,0.0,0.0,39.2,257.0,Delivered,Credit Card,Desktop,7.9,0,,0,2024-03,1
O003617,C05383,2021-06-22,2021,6,Q2,Clothing & Apparel,Sports Socks 6-Pack,2,41.38,82.76,0,0.0,6.99,9.93,99.68,Delivered,Credit Card,Desktop,6.9,1,3.9,0,2021-06,1
O003618,C03833,2021-11-10,2021,11,Q4,Toys & Games,Puzzle 1000pc,1,34.1,34.1,0,0.0,0.0,2.73,36.83,Delivered,Credit Card,Tablet,18.4,1,3.9,0,2021-11,1
O003619,C00799,2024-10-11,2024,10,Q4,Automotive,USB Car Charger,1,90.06,90.06,15,13.51,0.0,6.12,82.67,Delivered,Buy Now Pay Later,Mobile,9.7,0,,0,2024-10,1
O003620,C00684,2020-02-27,2020,2,Q1,Electronics,Portable Charger 20000mAh,2,95.94,191.88,5,9.59,6.99,32.81,222.09,Delivered,Debit Card,Desktop,4.7,1,3.9,0,2020-02,1
O003621,C03582,2021-11-09,2021,11,Q4,Home & Kitchen,Non-stick Pan,2,23.87,47.74,10,4.77,4.99,4.3,52.26,Returned,Upi / Digital Wallet,Mobile,19.0,0,,1,2021-11,0
O003622,C00388,2020-05-04,2020,5,Q2,Books,Atomic Habits,5,20.69,103.45,40,41.38,4.99,3.1,70.16,Delivered,Paypal,Mobile,7.4,1,4.9,0,2020-05,1
O003623,C03105,2025-10-09,2025,10,Q4,Jewelry & Accessories,Ring Set 5pc,1,76.73,76.73,10,7.67,6.99,6.91,82.96,Delivered,Credit Card,Mobile,50.5,0,,0,2025-10,1
O003624,C07923,2023-03-16,2023,3,Q1,Food & Grocery,Coffee Beans 1kg,1,12.7,12.7,10,1.27,4.99,2.29,18.71,Returned,Debit Card,Desktop,11.7,0,,1,2023-03,0
O003625,C05042,2021-11-17,2021,11,Q4,Home & Kitchen,Blender Pro,1,40.66,40.66,0,0.0,4.99,0.0,45.65,Delivered,Credit Card,Desktop,11.3,1,2.7,0,2021-11,1
O003626,C01505,2023-06-07,2023,6,Q2,Books,The Alchemist,2,22.99,45.98,15,6.9,6.99,7.82,53.89,Delivered,Buy Now Pay Later,Mobile,16.8,0,,0,2023-06,1
O003627,C02346,2024-06-01,2024,6,Q2,Electronics,Smart Watch Series 5,1,88.73,88.73,0,0.0,4.99,8.87,102.59,Delivered,Paypal,Mobile,14.0,0,,0,2024-06,1
O003628,C01483,2025-05-08,2025,5,Q2,Sports & Outdoors,Pull-up Bar,1,66.24,66.24,0,0.0,6.99,7.95,81.18,Returned,Debit Card,Tablet,7.6,0,,1,2025-05,0
O003629,C04622,2021-07-26,2021,7,Q3,Toys & Games,Educational Tablet,5,16.96,84.8,0,0.0,3.99,0.0,88.79,Delivered,Credit Card,Desktop,11.5,1,4.2,0,2021-07,1
O003630,C02334,2023-04-24,2023,4,Q2,Travel & Luggage,Compression Socks,1,62.42,62.42,0,0.0,6.99,12.48,81.89,Delivered,Debit Card,Desktop,8.9,1,4.9,0,2023-04,1
O003631,C05010,2020-08-12,2020,8,Q3,Home & Kitchen,Mattress Topper,4,90.66,362.64,20,72.53,4.99,0.0,295.1,Delivered,Paypal,Desktop,9.3,1,3.0,0,2020-08,1
O003632,C04832,2020-06-26,2020,6,Q2,Sports & Outdoors,Cycling Gloves,1,15.35,15.35,0,0.0,4.99,0.0,20.34,Delivered,Credit Card,Mobile,28.3,0,,0,2020-06,1
O003633,C07986,2021-01-24,2021,1,Q1,Pet Supplies,Dog Food Premium 5kg,1,24.78,24.78,0,0.0,9.99,4.96,39.73,Returned,Credit Card,Tablet,3.2,0,,1,2021-01,0
O003634,C03319,2022-05-31,2022,5,Q2,Clothing & Apparel,Slim Fit Jeans,1,115.74,115.74,5,5.79,3.99,19.79,133.73,Returned,Upi / Digital Wallet,Mobile,16.8,0,,1,2022-05,0
O003635,C00533,2022-09-06,2022,9,Q3,Travel & Luggage,Travel Adapter Universal,1,64.63,64.63,20,12.93,9.99,9.31,71.0,Delivered,Upi / Digital Wallet,Mobile,14.8,1,4.0,0,2022-09,1
O003636,C00313,2024-04-07,2024,4,Q2,Books,Deep Work,1,16.99,16.99,0,0.0,4.99,1.7,23.68,Delivered,Credit Card,Mobile,14.0,0,,0,2024-04,1
O003637,C07534,2020-11-17,2020,11,Q4,Toys & Games,Outdoor Frisbee,2,19.78,39.56,0,0.0,4.99,7.91,52.46,Delivered,Paypal,Tablet,8.2,0,,0,2020-11,1
O003638,C06545,2025-09-18,2025,9,Q3,Clothing & Apparel,Formal Dress Shirt,1,43.16,43.16,0,0.0,0.0,5.18,48.34,Processing,Credit Card,Mobile,12.3,0,,0,2025-09,0
O003639,C00962,2022-07-31,2022,7,Q3,Clothing & Apparel,Formal Dress Shirt,1,74.86,74.86,0,0.0,0.0,14.97,89.83,Cancelled,Upi / Digital Wallet,Desktop,12.5,0,,0,2022-07,0
O003640,C06720,2025-12-06,2025,12,Q4,Pet Supplies,Pet Shampoo Natural,1,31.68,31.68,0,0.0,3.99,3.8,39.47,Delivered,Credit Card,Mobile,35.7,0,,0,2025-12,1
O003641,C04051,2024-12-01,2024,12,Q4,Sports & Outdoors,Resistance Bands Set,1,51.89,51.89,0,0.0,0.0,4.15,56.04,Delivered,Credit Card,Mobile,18.3,1,4.1,0,2024-12,1
O003642,C07494,2021-08-06,2021,8,Q3,Electronics,Smart Watch Series 5,1,40.55,40.55,0,0.0,0.0,3.24,43.79,Returned,Credit Card,Mobile,2.0,0,,1,2021-08,0
O003643,C00501,2025-07-20,2025,7,Q3,Electronics,Gaming Mouse RGB,1,144.03,144.03,0,0.0,3.99,25.93,173.95,Delivered,Debit Card,Desktop,10.9,0,,0,2025-07,1
O003644,C07262,2022-07-20,2022,7,Q3,Clothing & Apparel,Classic White Tee,2,20.28,40.56,50,20.28,0.0,4.06,24.34,Delivered,Paypal,Mobile,4.6,0,,0,2022-07,1
O003645,C04359,2021-04-17,2021,4,Q2,Food & Grocery,Honey Raw Organic,1,10.7,10.7,0,0.0,6.99,2.14,19.83,Delivered,Upi / Digital Wallet,Mobile,27.9,1,3.0,0,2021-04,1
O003646,C00091,2022-02-11,2022,2,Q1,Food & Grocery,Matcha Powder,2,8.91,17.82,40,7.13,3.99,2.14,16.82,Delivered,Upi / Digital Wallet,Mobile,7.8,0,,0,2022-02,1
O003647,C04507,2025-04-14,2025,4,Q2,Toys & Games,Remote Control Car,4,42.65,170.6,0,0.0,4.99,13.65,189.24,Processing,Bank Transfer,Desktop,25.5,0,,0,2025-04,0
O003648,C03683,2020-04-20,2020,4,Q2,Home & Kitchen,Mattress Topper,1,57.34,57.34,25,14.34,3.99,4.3,51.29,Cancelled,Debit Card,Mobile,2.7,0,,0,2020-04,0
O003649,C02628,2020-11-17,2020,11,Q4,Electronics,USB-C Hub,1,154.93,154.93,0,0.0,0.0,12.39,167.32,Delivered,Upi / Digital Wallet,Mobile,3.9,1,3.9,0,2020-11,1
O003650,C07000,2021-08-12,2021,8,Q3,Home & Kitchen,Mattress Topper,1,43.83,43.83,5,2.19,3.99,0.0,45.63,Delivered,Debit Card,Mobile,9.0,0,,0,2021-08,1
O003651,C05538,2022-10-07,2022,10,Q4,Clothing & Apparel,Running Shoes,1,64.1,64.1,0,0.0,3.99,12.82,80.91,Delivered,Credit Card,Mobile,10.5,1,4.3,0,2022-10,1
O003652,C01153,2020-07-22,2020,7,Q3,Electronics,Webcam 4K,1,308.33,308.33,0,0.0,4.99,30.83,344.15,Returned,Debit Card,Mobile,7.9,0,,1,2020-07,0
O003653,C07267,2022-11-20,2022,11,Q4,Home & Kitchen,Mattress Topper,1,61.38,61.38,0,0.0,9.99,7.37,78.74,Delivered,Credit Card,Desktop,8.1,1,3.9,0,2022-11,1
O003654,C07981,2023-10-22,2023,10,Q4,Pet Supplies,Pet Shampoo Natural,4,28.33,113.32,0,0.0,3.99,22.66,139.97,Delivered,Paypal,Mobile,3.2,0,,0,2023-10,1
O003655,C00105,2023-03-11,2023,3,Q1,Electronics,Gaming Mouse RGB,2,124.58,249.16,0,0.0,3.99,49.83,302.98,Delivered,Credit Card,Mobile,19.5,1,3.8,0,2023-03,1
O003656,C07680,2022-11-14,2022,11,Q4,Clothing & Apparel,Running Shoes,2,59.31,118.62,10,11.86,4.99,5.34,117.09,Cancelled,Debit Card,Mobile,21.3,0,,0,2022-11,0
O003657,C01554,2023-08-23,2023,8,Q3,Books,Clean Code,1,45.32,45.32,0,0.0,4.99,5.44,55.75,Delivered,Paypal,Mobile,28.5,1,4.7,0,2023-08,1
O003658,C03020,2026-03-07,2026,3,Q1,Home & Kitchen,Coffee Maker Drip,1,92.67,92.67,0,0.0,9.99,0.0,102.66,Delivered,Credit Card,Mobile,27.1,1,4.6,0,2026-03,1
O003659,C06330,2022-12-08,2022,12,Q4,Pet Supplies,Cat Litter Clumping,2,20.52,41.04,0,0.0,6.99,3.28,51.31,Delivered,Credit Card,Mobile,3.6,1,3.1,0,2022-12,1
O003660,C04538,2024-09-01,2024,9,Q3,Health & Wellness,Magnesium Glycinate,1,48.01,48.01,20,9.6,6.99,3.07,48.47,Delivered,Credit Card,Desktop,7.9,1,3.4,0,2024-09,1
O003661,C04785,2020-12-30,2020,12,Q4,Clothing & Apparel,Sports Socks 6-Pack,2,64.12,128.24,0,0.0,6.99,10.26,145.49,Delivered,Credit Card,Mobile,23.8,0,,0,2020-12,1
O003662,C00005,2025-06-23,2025,6,Q2,Office Supplies,Sticky Notes Bulk,2,91.43,182.86,10,18.29,6.99,13.17,184.73,Delivered,Paypal,Mobile,10.1,0,,0,2025-06,1
O003663,C02935,2024-05-20,2024,5,Q2,Books,Python Crash Course,1,38.73,38.73,0,0.0,4.99,7.75,51.47,Delivered,Credit Card,Tablet,23.0,1,4.5,0,2024-05,1
O003664,C03232,2020-02-05,2020,2,Q1,Electronics,Mechanical Keyboard,2,93.9,187.8,25,46.95,0.0,16.9,157.75,Delivered,Debit Card,Mobile,11.0,0,,0,2020-02,1
O003665,C04187,2020-03-13,2020,3,Q1,Clothing & Apparel,Leather Belt,1,31.44,31.44,0,0.0,3.99,1.57,37.0,Returned,Paypal,Tablet,15.0,0,,1,2020-03,0
O003666,C02233,2023-06-30,2023,6,Q2,Electronics,Smart Plug 4-Pack,1,66.02,66.02,0,0.0,0.0,6.6,72.62,Delivered,Upi / Digital Wallet,Mobile,8.4,0,,0,2023-06,1
O003667,C03487,2021-04-25,2021,4,Q2,Home & Kitchen,Mattress Topper,3,60.44,181.32,0,0.0,4.99,32.64,218.95,Delivered,Debit Card,Mobile,6.8,1,4.2,0,2021-04,1
O003668,C00847,2021-04-03,2021,4,Q2,Electronics,Mechanical Keyboard,1,174.94,174.94,0,0.0,0.0,0.0,174.94,Delivered,Debit Card,Mobile,17.6,0,,0,2021-04,1
O003669,C04737,2020-12-12,2020,12,Q4,Electronics,Bluetooth Speaker,1,79.43,79.43,15,11.91,0.0,13.5,81.02,Delivered,Upi / Digital Wallet,Mobile,7.2,0,,0,2020-12,1
O003670,C02495,2020-02-23,2020,2,Q1,Electronics,Smart Watch Series 5,3,573.02,1719.06,0,0.0,0.0,171.91,1890.97,Delivered,Credit Card,Mobile,23.0,0,,0,2020-02,1
O003671,C04105,2023-02-03,2023,2,Q1,Clothing & Apparel,Winter Jacket,1,57.49,57.49,20,11.5,3.99,2.3,52.28,Delivered,Buy Now Pay Later,Desktop,10.5,0,,0,2023-02,1
O003672,C02416,2023-08-04,2023,8,Q3,Home & Kitchen,Storage Containers,1,48.22,48.22,0,0.0,3.99,9.64,61.85,Delivered,Upi / Digital Wallet,Mobile,56.8,0,,0,2023-08,1
O003673,C00835,2020-04-29,2020,4,Q2,Home & Kitchen,Storage Containers,1,40.15,40.15,15,6.02,0.0,6.14,40.27,Cancelled,Credit Card,Tablet,23.1,0,,0,2020-04,0
O003674,C05498,2026-02-23,2026,2,Q1,Automotive,Seat Covers Universal,1,33.88,33.88,0,0.0,0.0,0.0,33.88,Delivered,Upi / Digital Wallet,Desktop,6.8,1,3.1,0,2026-02,1
O003675,C02157,2020-02-07,2020,2,Q1,Home & Kitchen,Wall Clock Modern,1,65.55,65.55,15,9.83,6.99,11.14,73.85,Delivered,Bank Transfer,Mobile,11.0,0,,0,2020-02,1
O003676,C05088,2024-06-09,2024,6,Q2,Travel & Luggage,Travel Adapter Universal,1,78.32,78.32,0,0.0,4.99,9.4,92.71,Delivered,Credit Card,Mobile,25.3,1,3.6,0,2024-06,1
O003677,C07197,2020-01-18,2020,1,Q1,Books,The Alchemist,2,11.98,23.96,10,2.4,0.0,2.59,24.15,Returned,Buy Now Pay Later,Desktop,23.8,0,,1,2020-01,0
O003678,C06290,2022-01-01,2022,1,Q1,Home & Kitchen,Blender Pro,2,99.63,199.26,40,79.7,0.0,23.91,143.47,Returned,Debit Card,Mobile,13.4,0,,1,2022-01,0
O003679,C00418,2023-10-26,2023,10,Q4,Health & Wellness,Zinc Lozenges,1,7.87,7.87,15,1.18,3.99,0.54,11.22,Delivered,Debit Card,Tablet,11.9,0,,0,2023-10,1
O003680,C07818,2023-04-14,2023,4,Q2,Clothing & Apparel,Leather Belt,2,50.41,100.82,30,30.25,3.99,7.06,81.62,Processing,Debit Card,Tablet,9.1,0,,0,2023-04,0
O003681,C06096,2020-10-10,2020,10,Q4,Electronics,Smart Plug 4-Pack,1,122.85,122.85,0,0.0,0.0,9.83,132.68,Returned,Credit Card,Desktop,16.9,0,,1,2020-10,0
O003682,C00260,2021-05-10,2021,5,Q2,Books,Zero to One,1,52.16,52.16,0,0.0,9.99,4.17,66.32,Delivered,Buy Now Pay Later,Desktop,30.7,0,,0,2021-05,1
O003683,C06154,2025-02-26,2025,2,Q1,Jewelry & Accessories,Phone Case Designer,1,32.61,32.61,10,3.26,4.99,1.47,35.81,Cancelled,Debit Card,Mobile,8.8,0,,0,2025-02,0
O003684,C04871,2023-08-29,2023,8,Q3,Clothing & Apparel,Classic White Tee,1,43.71,43.71,0,0.0,3.99,3.5,51.2,Delivered,Credit Card,Mobile,10.1,1,3.9,0,2023-08,1
O003685,C02003,2023-04-15,2023,4,Q2,Automotive,USB Car Charger,1,60.19,60.19,0,0.0,6.99,4.82,72.0,Delivered,Credit Card,Mobile,8.9,0,,0,2023-04,1
O003686,C04209,2023-05-02,2023,5,Q2,Electronics,USB-C Hub,1,143.18,143.18,0,0.0,0.0,11.45,154.63,Delivered,Credit Card,Tablet,4.4,0,,0,2023-05,1
O003687,C06933,2024-01-30,2024,1,Q1,Clothing & Apparel,Leather Belt,1,70.05,70.05,10,7.0,6.99,5.04,75.08,Returned,Upi / Digital Wallet,Mobile,2.5,0,,1,2024-01,0
O003688,C02925,2022-08-16,2022,8,Q3,Books,Thinking Fast and Slow,1,23.75,23.75,10,2.38,0.0,2.56,23.93,Returned,Credit Card,Tablet,17.1,0,,1,2022-08,0
O003689,C01537,2025-07-19,2025,7,Q3,Electronics,Smart Plug 4-Pack,1,211.86,211.86,0,0.0,0.0,16.95,228.81,Delivered,Paypal,Desktop,7.3,0,,0,2025-07,1
O003690,C06135,2020-07-15,2020,7,Q3,Electronics,Smart Plug 4-Pack,2,143.14,286.28,0,0.0,0.0,57.26,343.54,Delivered,Credit Card,Mobile,12.3,0,,0,2020-07,1
O003691,C02077,2021-08-01,2021,8,Q3,Food & Grocery,Mixed Nuts 500g,1,14.92,14.92,0,0.0,0.0,1.19,16.11,Delivered,Debit Card,Mobile,4.6,0,,0,2021-08,1
O003692,C03244,2023-12-13,2023,12,Q4,Clothing & Apparel,Slim Fit Jeans,3,128.3,384.9,0,0.0,3.99,46.19,435.08,Returned,Credit Card,Tablet,19.5,0,,1,2023-12,0
O003693,C05946,2021-01-25,2021,1,Q1,Clothing & Apparel,Sports Socks 6-Pack,1,31.32,31.32,0,0.0,0.0,3.13,34.45,Delivered,Credit Card,Mobile,21.4,1,4.6,0,2021-01,1
O003694,C01350,2024-03-08,2024,3,Q1,Clothing & Apparel,Sports Socks 6-Pack,2,37.66,75.32,0,0.0,4.99,9.04,89.35,Delivered,Debit Card,Mobile,6.7,1,3.0,0,2024-03,1
O003695,C05179,2021-03-01,2021,3,Q1,Clothing & Apparel,Yoga Pants,1,39.02,39.02,5,1.95,4.99,0.0,42.06,Delivered,Credit Card,Tablet,4.8,1,4.5,0,2021-03,1
O003696,C07093,2021-05-09,2021,5,Q2,Clothing & Apparel,Formal Dress Shirt,2,57.36,114.72,30,34.42,6.99,8.03,95.32,Delivered,Upi / Digital Wallet,Desktop,5.0,0,,0,2021-05,1
O003697,C07597,2021-07-22,2021,7,Q3,Office Supplies,Desk Organizer,1,56.84,56.84,0,0.0,9.99,11.37,78.2,Delivered,Upi / Digital Wallet,Tablet,39.6,0,,0,2021-07,1
O003698,C07419,2020-10-03,2020,10,Q4,Electronics,Wireless Earbuds Pro,1,75.38,75.38,0,0.0,4.99,6.03,86.4,Delivered,Paypal,Tablet,27.4,0,,0,2020-10,1
O003699,C01659,2024-05-07,2024,5,Q2,Beauty & Personal Care,Electric Toothbrush,4,28.16,112.64,0,0.0,0.0,22.53,135.17,Delivered,Credit Card,Desktop,21.9,0,,0,2024-05,1
O003700,C07664,2023-06-03,2023,6,Q2,Electronics,Gaming Mouse RGB,1,141.63,141.63,0,0.0,0.0,11.33,152.96,Delivered,Buy Now Pay Later,Mobile,2.3,1,3.2,0,2023-06,1
O003701,C05838,2024-07-11,2024,7,Q3,Sports & Outdoors,Cycling Gloves,2,49.09,98.18,40,39.27,0.0,7.07,65.98,Delivered,Credit Card,Mobile,5.8,0,,0,2024-07,1
O003702,C03050,2021-01-29,2021,1,Q1,Books,Python Crash Course,5,27.94,139.7,0,0.0,9.99,6.98,156.67,Delivered,Paypal,Mobile,47.3,0,,0,2021-01,1
O003703,C01065,2021-06-29,2021,6,Q2,Clothing & Apparel,Formal Dress Shirt,1,69.3,69.3,5,3.46,0.0,5.27,71.11,Delivered,Credit Card,Mobile,3.7,0,,0,2021-06,1
O003704,C04957,2022-05-05,2022,5,Q2,Electronics,Wireless Earbuds Pro,3,267.94,803.82,10,80.38,0.0,0.0,723.44,Delivered,Buy Now Pay Later,Desktop,9.1,1,3.6,0,2022-05,1
O003705,C05686,2020-01-01,2020,1,Q1,Books,Thinking Fast and Slow,1,35.99,35.99,0,0.0,0.0,3.6,39.59,Delivered,Credit Card,Mobile,3.4,1,4.2,0,2020-01,1
O003706,C02441,2021-10-19,2021,10,Q4,Books,Zero to One,2,11.65,23.3,0,0.0,6.99,1.16,31.45,Delivered,Credit Card,Mobile,7.0,1,4.6,0,2021-10,1
O003707,C07753,2025-12-19,2025,12,Q4,Toys & Games,Puzzle 1000pc,3,30.52,91.56,10,9.16,3.99,14.83,101.22,Delivered,Paypal,Mobile,5.0,1,4.2,0,2025-12,1
O003708,C00617,2020-06-06,2020,6,Q2,Sports & Outdoors,Dumbbell Set 20kg,2,49.09,98.18,0,0.0,3.99,17.67,119.84,Returned,Credit Card,Tablet,7.3,0,,1,2020-06,0
O003709,C07001,2024-02-27,2024,2,Q1,Food & Grocery,Dark Chocolate 85%,2,17.64,35.28,0,0.0,0.0,6.35,41.63,Delivered,Bank Transfer,Mobile,11.1,0,,0,2024-02,1
O003710,C00184,2024-06-29,2024,6,Q2,Sports & Outdoors,Cycling Gloves,1,98.54,98.54,0,0.0,6.99,17.74,123.27,Delivered,Credit Card,Mobile,18.8,0,,0,2024-06,1
O003711,C00032,2023-07-29,2023,7,Q3,Electronics,Wireless Earbuds Pro,1,110.45,110.45,0,0.0,4.99,13.25,128.69,Delivered,Debit Card,Desktop,13.6,0,,0,2023-07,1
O003712,C07795,2020-02-14,2020,2,Q1,Electronics,USB-C Hub,1,182.73,182.73,20,36.55,6.99,17.54,170.71,Delivered,Credit Card,Tablet,28.6,0,,0,2020-02,1
O003713,C02875,2026-03-14,2026,3,Q1,Pet Supplies,Dog Food Premium 5kg,1,20.06,20.06,0,0.0,0.0,1.0,21.06,Delivered,Credit Card,Mobile,7.3,0,,0,2026-03,1
O003714,C07301,2020-07-26,2020,7,Q3,Pet Supplies,Interactive Cat Toy,2,19.03,38.06,0,0.0,4.99,3.81,46.86,Delivered,Credit Card,Mobile,12.1,0,,0,2020-07,1
O003715,C03862,2020-07-23,2020,7,Q3,Home & Kitchen,Knife Set 8pc,1,204.24,204.24,5,10.21,3.99,19.4,217.42,Delivered,Debit Card,Desktop,30.0,1,4.6,0,2020-07,1
O003716,C02515,2022-08-09,2022,8,Q3,Sports & Outdoors,Tennis Racket,1,124.26,124.26,0,0.0,4.99,22.37,151.62,Delivered,Paypal,Mobile,6.5,1,4.8,0,2022-08,1
O003717,C03095,2020-09-27,2020,9,Q3,Office Supplies,Desk Organizer,1,147.72,147.72,0,0.0,6.99,11.82,166.53,Delivered,Credit Card,Mobile,14.5,1,3.7,0,2020-09,1
O003718,C04541,2020-04-03,2020,4,Q2,Toys & Games,Educational Tablet,1,44.11,44.11,0,0.0,6.99,7.94,59.04,Delivered,Paypal,Mobile,5.1,0,,0,2020-04,1
O003719,C04289,2023-04-15,2023,4,Q2,Clothing & Apparel,Formal Dress Shirt,2,54.55,109.1,20,21.82,4.99,10.47,102.74,Delivered,Credit Card,Mobile,18.8,1,4.8,0,2023-04,1
O003720,C04421,2022-04-08,2022,4,Q2,Clothing & Apparel,Running Shoes,2,89.75,179.5,0,0.0,3.99,0.0,183.49,Delivered,Credit Card,Mobile,14.1,1,2.7,0,2022-04,1
O003721,C03098,2020-11-17,2020,11,Q4,Electronics,USB-C Hub,4,98.52,394.08,0,0.0,3.99,31.53,429.6,Delivered,Credit Card,Mobile,4.7,0,,0,2020-11,1
O003722,C07813,2023-01-30,2023,1,Q1,Toys & Games,Art Supply Kit,3,35.82,107.46,0,0.0,9.99,19.34,136.79,Delivered,Debit Card,Desktop,34.2,0,,0,2023-01,1
O003723,C04924,2020-08-15,2020,8,Q3,Books,The Alchemist,1,9.35,9.35,5,0.47,4.99,1.6,15.47,Delivered,Credit Card,Mobile,4.2,0,,0,2020-08,1
O003724,C01878,2023-12-23,2023,12,Q4,Sports & Outdoors,Resistance Bands Set,3,46.02,138.06,0,0.0,4.99,0.0,143.05,Delivered,Credit Card,Desktop,10.3,0,,0,2023-12,1
O003725,C03846,2020-09-23,2020,9,Q3,Pet Supplies,Dog Leash Retractable,1,40.61,40.61,0,0.0,0.0,2.03,42.64,Delivered,Debit Card,Mobile,15.1,1,4.7,0,2020-09,1
O003726,C02000,2022-06-13,2022,6,Q2,Beauty & Personal Care,Hyaluronic Acid Moisturizer,2,15.96,31.92,0,0.0,4.99,1.6,38.51,Delivered,Credit Card,Tablet,32.2,1,4.2,0,2022-06,1
O003727,C05076,2025-04-07,2025,4,Q2,Electronics,Mechanical Keyboard,1,54.37,54.37,20,10.87,9.99,8.7,62.19,Cancelled,Upi / Digital Wallet,Desktop,2.7,0,,0,2025-04,0
